0,0,11:38,1,76ers,Elton Brand,DefReb,"April 28, 2012"
3,0,11:26,1,76ers,Jrue Holiday,Make3,
3,0,11:26,1,76ers,Andre Iguodala,Assist,
3,2,11:07,1,Bulls,Luol Deng,Make2,
3,2,11:07,1,Bulls,Carlos Boozer,Assist,
3,2,10:44,1,76ers,Lavoy Allen,miss2,
3,2,10:42,1,Bulls,Derrick Rose,DefReb,
3,2,10:41,1,76ers,Andre Iguodala,PF,
3,2,10:29,1,Bulls,Derrick Rose,miss2,
3,2,10:26,1,,,,
3,2,10:18,1,,,,
3,4,9:57,1,,,,
3,4,9:56,1,,,,
3,4,9:48,1,,,,
3,6,9:48,1,,,,
3,6,9:48,1,,,,
4,6,9:26,1,,,,
3,6,9:25,1,,,,
3,8,9:18,1,,,,
3,8,9:18,1,,,,
3,8,9:00,1,,,,
3,8,9:00,1,,,,
3,10,8:49,1,,,,
3,10,8:49,1,,,,
3,10,8:32,1,,,,
3,10,8:30,1,,,,
3,10,8:19,1,,,,
3,10,8:18,1,,,,
3,10,8:12,1,,,,
3,10,8:11,1,,,,
3,10,8:03,1,,,,
3,10,7:58,1,,,,
3,10,7:56,1,,,,
3,10,7:41,1,,,,
3,10,7:39,1,,,,
5,10,7:30,1,,,,
5,10,7:11,1,,,,
5,10,7:11,1,,,,
7,10,7:03,1,,,,
7,10,7:03,1,,,,
7,12,6:46,1,,,,
7,12,6:46,1,,,,
9,12,6:31,1,,,,
9,12,6:31,1,,,,
9,15,6:09,1,,,,
9,15,6:09,1,,,,
9,15,5:52,1,,,,
9,15,5:41,1,,,,
9,15,5:41,1,,,,
9,15,5:39,1,,,,
9,15,5:39,1,,,,
9,17,5:33,1,,,,
9,17,5:33,1,,,,
11,17,5:20,1,,,,
11,19,5:01,1,,,,
11,19,5:01,1,,,,
13,19,4:50,1,,,,
13,19,4:50,1,,,,
13,20,4:31,1,,,,
13,21,4:31,1,,,,
15,21,4:20,1,,,,
15,21,4:20,1,,,,
15,23,4:03,1,,,,
15,23,4:03,1,,,,
15,23,4:03,1,,,,
15,23,4:03,1,,,,
15,23,4:01,1,,,,
15,23,3:48,1,,,,
15,23,3:47,1,,,,
15,23,3:31,1,,,,
15,23,3:26,1,,,,
16,23,3:26,1,,,,
16,23,3:26,1,,,,
16,23,3:25,1,,,,
16,23,3:10,1,,,,
16,23,3:10,1,,,,
16,23,3:05,1,,,,
16,25,3:05,1,,,,
16,25,3:05,1,,,,
16,25,3:05,1,,,,
16,25,3:05,1,,,,
16,25,2:54,1,,,,
16,25,2:51,1,,,,
16,25,2:49,1,,,,
16,25,2:49,1,,,,
16,25,2:47,1,,,,
16,25,2:45,1,,,,
16,25,2:32,1,,,,
16,25,2:31,1,,,,
16,25,2:17,1,,,,
16,25,2:16,1,,,,
16,25,2:04,1,,,,
16,25,2:02,1,,,,
18,25,2:00,1,,,,
18,25,2:00,1,,,,
18,25,1:39,1,,,,
18,25,1:39,1,,,,
18,26,1:39,1,,,,
20,26,1:19,1,,,,
20,26,1:19,1,,,,
20,26,1:01,1,,,,
20,26,1:01,1,,,,
22,26,0:42,1,,,,
22,26,0:42,1,,,,
22,28,0:30,1,,,,
22,28,0:30,1,,,,
24,28,0:10,1,,,,
24,28,0:10,1,,,,
24,28,0:00,1,,,,
24,28,0:00,1,,,,
26,28,11:41,2,,,,
26,28,11:21,2,,,,
26,28,11:19,2,,,,
28,28,11:15,2,,,,
28,31,10:49,2,,,,
28,31,10:37,2,,,,
28,31,10:36,2,,,,
28,31,10:25,2,,,,
28,31,10:25,2,,,,
28,31,10:11,2,,,,
28,31,10:11,2,,,,
28,33,10:07,2,,,,
28,33,10:07,2,,,,
28,33,9:51,2,,,,
28,33,9:51,2,,,,
28,35,9:41,2,,,,
28,35,9:41,2,,,,
28,35,9:26,2,,,,
28,37,9:15,2,,,,
28,37,8:55,2,,,,
28,37,8:55,2,,,,
28,37,8:55,2,,,,
28,37,8:41,2,,,,
28,37,8:41,2,,,,
